id,age,gender,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,attrited
708820308,47,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399.0,false
710558058,46,F,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317.0,false
770590758,43,F,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378.0,false
718490658,50,F,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,false
711985833,38,F,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569.0,false
708967608,53,F,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471.0,false
718505958,43,M,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516.0,false
715024233,53,M,High School,Married,$120K +,Blue,36,6,3,2,3312.0,false
779249583,56,F,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578.0,false
709278258,54,M,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902.0,true
778928283,57,F,High School,Married,Less than $40K,Blue,39,3,2,1,2742.0,false
712299858,62,M,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,false
799224108,46,F,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265.0,false
809976033,49,M,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819.0,false
716203308,52,M,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731.0,false
714871683,58,M,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,true
716139933,54,M,High School,Married,$80K - $120K,Blue,36,3,1,2,16286.0,false
716984658,49,M,Graduate,Married,$120K +,Blue,39,3,2,3,34516.0,false
713086008,58,F,High School,Married,Less than $40K,Blue,47,6,1,0,2609.0,false
713773458,52,M,High School,Single,$60K - $80K,Blue,45,5,3,2,7567.0,false
719242533,41,M,High School,Married,$60K - $80K,Blue,33,5,3,3,22770.0,false
772712658,62,F,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791.0,false
788868858,54,M,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702.0,false
811898133,40,F,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555.0,false
788808633,43,M,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355.0,false
779804208,53,F,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332.0,false
781391058,55,M,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443.0,false
790134408,46,M,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741.0,false
788853258,41,M,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984.0,false
711857733,49,M,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584.0,false
822969858,61,F,Graduate,Married,Unknown,Blue,56,4,1,3,5585.0,false
719554758,46,M,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,false
711643458,50,F,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,false
788830683,40,M,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478.0,false
807030858,51,M,High School,Single,$120K +,Blue,46,6,3,3,34516.0,false
793059108,50,F,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339.0,false
716568708,47,F,Graduate,Married,Less than $40K,Blue,36,6,3,2,2726.0,false
828281733,43,M,Unknown,Married,$120K +,Blue,39,3,3,3,14881.0,false
717229158,36,F,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1628.0,false
715915458,47,F,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156.0,false
819129858,46,F,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745.0,false
713441958,46,M,High School,Married,$120K +,Blue,36,5,3,2,19727.0,false
719091333,52,M,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,false
708666258,43,M,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129.0,false
714914583,40,F,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751.0,false
714363858,54,F,High School,Married,Less than $40K,Blue,36,3,5,3,1594.0,false
721347408,55,F,High School,Single,Less than $40K,Blue,43,4,2,0,2569.0,false
809608533,49,F,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206.0,false
772047183,45,M,High School,Married,$40K - $60K,Blue,34,6,3,3,3104.0,false
714217908,49,M,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2406.0,false
714819183,63,M,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571.0,false
716455683,40,F,High School,Single,Less than $40K,Gold,36,3,2,3,15534.0,false
710865633,41,F,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301.0,false
752952108,37,M,Graduate,Married,$80K - $120K,Blue,26,6,2,3,2846.0,false
712595433,58,M,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788.0,false
714982383,55,M,High School,Married,$60K - $80K,Blue,36,4,3,3,7231.0,false
813814008,53,F,High School,Married,Less than $40K,Blue,48,6,3,2,2324.0,false
794545983,57,M,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208.0,false
708288108,43,M,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639.0,true
715585158,58,M,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021.0,false
810449883,64,M,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215.0,false
789863208,54,F,Graduate,Married,Less than $40K,Blue,44,3,2,3,2027.0,false
715022133,53,M,Graduate,Married,$60K - $80K,Blue,47,6,2,2,6363.0,false
712506708,39,F,College,Single,Less than $40K,Blue,25,6,1,2,3920.0,false
715699983,56,M,High School,Married,$60K - $80K,Blue,36,5,1,3,9226.0,false
818942433,54,F,Unknown,Divorced,Less than $40K,Blue,49,6,1,1,9376.0,false
712459233,59,F,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944.0,false
716545383,42,M,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599.0,false
721144383,42,M,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202.0,false
821837958,43,M,College,Unknown,$80K - $120K,Blue,39,3,3,1,24850.0,false
804359133,55,M,High School,Married,$120K +,Blue,49,5,3,3,3805.0,false
713308683,52,M,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733.0,false
788780958,46,M,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12781.0,false
717354558,57,M,Uneducated,Married,$120K +,Blue,40,3,3,3,3106.0,true
798473808,48,M,College,Married,$80K - $120K,Blue,42,3,3,0,7477.0,false
712372158,45,M,Unknown,Married,$120K +,Blue,33,6,1,3,34516.0,false
715192308,48,M,High School,Married,$120K +,Blue,36,6,5,2,29963.0,false
708813033,47,M,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509.0,false
714639783,42,M,College,Married,$60K - $80K,Blue,34,3,3,3,13450.0,true
709311633,41,M,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000.0,false
709470858,51,M,College,Married,$120K +,Silver,31,5,2,1,34516.0,false
717292758,55,F,Graduate,Single,Less than $40K,Blue,47,5,3,2,6347.0,false
779241783,67,M,Uneducated,Married,$40K - $60K,Blue,49,4,3,2,3106.0,false
715205358,39,M,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536.0,false
778871508,54,M,Post-Graduate,Single,$60K - $80K,Blue,35,6,3,0,13048.0,false
779462433,55,F,Unknown,Married,Less than $40K,Blue,37,3,3,1,2453.0,false
710147958,47,M,High School,Married,$40K - $60K,Silver,36,3,2,2,16138.0,false
709864833,49,M,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077.0,false
778868958,42,F,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929.0,true
717276708,57,M,Unknown,Single,$80K - $120K,Blue,36,3,3,2,3127.0,false
710004933,44,M,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,8645.0,false
753606108,56,M,Unknown,Single,$60K - $80K,Blue,49,3,1,3,1438.3,false
710940183,49,F,Graduate,Married,Less than $40K,Blue,38,6,3,2,2185.0,true
718927533,45,M,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487.0,false
719337408,63,M,High School,Married,$60K - $80K,Blue,36,6,2,3,2567.0,false
772308408,44,M,Graduate,Single,$80K - $120K,Blue,33,6,3,3,4131.0,false
712981383,44,F,College,Married,Less than $40K,Silver,37,3,2,2,10790.0,false
790099758,40,M,High School,Married,$40K - $60K,Blue,33,4,3,3,6884.0,false
709547658,39,M,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961.0,true
778770783,42,M,High School,Married,$80K - $120K,Blue,30,6,1,0,29801.0,false
713134458,54,M,High School,Married,$120K +,Blue,43,4,1,1,13219.0,false
712159083,58,F,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536.0,true
713639958,46,F,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478.0,false
771180033,47,F,Unknown,Divorced,$40K - $60K,Blue,34,6,1,2,3502.0,false
717916758,67,F,Unknown,Married,Unknown,Blue,56,4,3,3,10509.0,false
711089733,50,F,College,Divorced,Less than $40K,Blue,36,3,3,0,1491.0,false
716988633,55,M,High School,Divorced,$60K - $80K,Blue,46,6,1,2,9734.0,false
779031033,46,F,Graduate,Married,$40K - $60K,Blue,22,6,1,3,2305.0,false
716302383,47,F,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241.0,false
718281408,36,F,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789.0,false
721333233,40,M,Doctorate,Divorced,$60K - $80K,Blue,34,4,2,3,23138.0,false
794496033,57,M,Unknown,Single,$80K - $120K,Blue,38,6,1,3,23008.0,false
710519433,48,M,Unknown,Divorced,$80K - $120K,Blue,36,3,1,0,3131.0,false
814995933,58,F,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798.0,false
721469433,48,M,Graduate,Single,$40K - $60K,Blue,36,5,2,3,6880.0,false
788386908,48,M,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,2,34516.0,false
717198633,53,F,College,Married,$40K - $60K,Blue,34,6,2,1,2075.0,false
767695083,50,M,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589.0,false
711791583,52,F,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317.0,true
712315683,53,F,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981.0,true
710038008,56,F,Graduate,Single,$40K - $60K,Blue,47,3,2,1,6038.0,false
789129033,44,M,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910.0,false
718349058,49,M,High School,Married,$80K - $120K,Blue,39,3,3,2,29659.0,false
789842283,54,M,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320.0,true
714513033,39,F,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213.0,false
714717483,39,F,Uneducated,Divorced,Unknown,Blue,29,5,1,2,26181.0,false
714900408,41,F,High School,Single,Less than $40K,Blue,31,3,1,0,5773.0,false
719418933,53,M,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503.0,true
720115683,47,M,Uneducated,Married,$80K - $120K,Blue,36,6,2,2,29770.0,false
779504058,46,F,Post-Graduate,Married,Less than $40K,Blue,28,5,1,1,5014.0,false
795979833,53,F,High School,Married,Less than $40K,Blue,47,6,1,2,3445.0,false
717392358,60,M,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412.0,false
718640508,59,F,Graduate,Single,Less than $40K,Blue,46,4,1,2,3044.0,false
803366358,38,M,Unknown,Single,$60K - $80K,Blue,29,5,2,1,14596.0,false
709230708,56,M,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3864.0,false
781794708,35,M,Post-Graduate,Unknown,$80K - $120K,Blue,29,2,1,3,17030.0,true
801383808,50,M,Graduate,Single,$60K - $80K,Blue,44,4,2,3,23090.0,false
710677608,53,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,2,0,29205.0,false
708217758,63,M,Graduate,Married,$60K - $80K,Blue,49,5,2,3,14035.0,false
714272658,43,F,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962.0,true
717469158,46,M,Unknown,Married,$80K - $120K,Blue,30,6,3,0,18578.0,false
711864783,61,M,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201.0,false
719407983,37,F,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061.0,false
710665533,42,F,Doctorate,Married,Unknown,Blue,23,4,2,2,24602.0,false
716804283,41,M,Uneducated,Divorced,$120K +,Blue,29,3,2,2,15911.0,false
767294658,56,M,College,Single,$120K +,Blue,50,2,2,3,16867.0,true
709122483,56,M,Graduate,Married,$60K - $80K,Blue,37,3,3,0,2783.0,false
708241233,52,F,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972.0,true
717860358,40,F,High School,Single,$40K - $60K,Blue,36,5,3,2,5124.0,false
789337233,63,M,Graduate,Married,$40K - $60K,Blue,53,6,6,2,2880.0,false
720902133,58,M,High School,Single,$40K - $60K,Blue,46,4,1,0,5579.0,false
721043058,58,M,Unknown,Married,$60K - $80K,Blue,44,5,1,3,12010.0,false
711870333,46,M,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,3,34516.0,false
708398283,37,F,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394.0,false
715878183,46,M,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325.0,false
719451483,46,F,Post-Graduate,Married,Less than $40K,Blue,37,5,3,2,3773.0,false
709110633,41,M,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684.0,false
721059033,48,F,High School,Divorced,$40K - $60K,Blue,40,4,1,2,1919.0,false
779912283,49,F,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995.0,false
717701733,44,M,Graduate,Married,$80K - $120K,Blue,35,3,2,2,11910.0,false
709913733,39,F,College,Married,Less than $40K,Blue,36,4,2,0,2279.0,false
718768158,57,M,College,Single,$40K - $60K,Blue,48,3,1,2,3539.0,false
721375308,48,M,High School,Married,$80K - $120K,Blue,36,5,1,3,30579.0,false
711374283,47,M,High School,Single,$80K - $120K,Blue,42,4,1,0,24480.0,false
822893133,56,F,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561.0,false
778465533,54,F,College,Married,Less than $40K,Blue,40,3,1,2,1638.0,false
712138983,54,M,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947.0,false
716920908,52,M,High School,Married,$80K - $120K,Blue,42,6,1,0,5738.0,false
708095133,43,M,Unknown,Unknown,$120K +,Blue,34,5,2,2,33304.0,false
711195558,59,M,College,Single,$40K - $60K,Blue,48,6,3,3,7251.0,false
772735758,44,M,Unknown,Married,Unknown,Blue,34,6,2,0,2885.0,false
712024908,56,F,College,Married,Less than $40K,Blue,36,6,2,3,2641.0,false
778239933,45,F,Graduate,Married,Unknown,Blue,35,6,3,0,2801.0,false
714893733,55,M,High School,Married,$80K - $120K,Blue,45,3,3,3,16794.0,false
754886958,48,F,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336.0,false
710104908,56,F,College,Single,Less than $40K,Blue,43,4,1,0,2763.0,false
710558883,41,M,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391.0,false
713827383,65,F,High School,Married,Less than $40K,Blue,36,3,2,0,3198.0,false
720267033,34,M,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100.0,false
712049208,56,M,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955.0,false
708688608,62,F,High School,Married,Less than $40K,Blue,48,5,3,1,3140.0,false
716223708,45,F,Uneducated,Single,Unknown,Blue,36,3,3,3,4028.0,true
713217858,38,F,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264.0,false
819352983,49,M,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620.0,false
711019308,58,M,High School,Single,$60K - $80K,Blue,45,3,2,0,6385.0,false
768600558,41,F,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375.0,false
710202783,33,M,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963.0,false
712899333,47,F,College,Single,Less than $40K,Blue,37,6,2,2,4256.0,false
767036433,56,F,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097.0,false
793473033,51,M,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228.0,false
721232058,49,M,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231.0,false
719443683,50,M,Unknown,Single,$120K +,Blue,39,3,2,3,27512.0,true
715449333,55,F,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929.0,false
717998058,26,M,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585.0,false
779610033,58,M,College,Married,$80K - $120K,Blue,47,3,3,3,12151.0,true
827332983,46,M,High School,Single,$80K - $120K,Gold,42,3,2,2,34516.0,false
721183983,48,M,High School,Married,$120K +,Blue,31,6,3,1,34516.0,false
718426533,42,M,Uneducated,Divorced,$60K - $80K,Blue,32,4,1,2,5504.0,false
710698233,37,M,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021.0,false
780253533,63,F,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558.0,false
793581933,50,M,High School,Single,$40K - $60K,Silver,44,4,3,4,19853.0,false
719229708,41,F,High School,Single,$40K - $60K,Blue,31,6,3,2,4969.0,false
715158483,48,F,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117.0,false
809296308,46,M,College,Single,$80K - $120K,Blue,41,4,2,0,21526.0,false
778176108,61,M,High School,Single,$60K - $80K,Blue,51,4,2,2,5504.0,false
796532958,59,F,Unknown,Married,Less than $40K,Blue,53,4,3,2,5512.0,false
709345008,53,F,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,true
717049533,39,F,Doctorate,Unknown,$40K - $60K,Blue,28,5,3,0,7262.0,false
719366358,51,M,High School,Married,$120K +,Blue,40,6,3,2,7319.0,false
721417233,45,M,Graduate,Married,$60K - $80K,Blue,25,3,5,3,1438.3,true
711622683,48,M,Unknown,Single,$60K - $80K,Blue,30,4,3,3,7712.0,false
714578283,47,M,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053.0,false
769574883,41,M,High School,Married,$40K - $60K,Blue,32,3,1,3,12804.0,false
717643608,48,M,College,Married,$80K - $120K,Blue,36,3,3,2,26443.0,false
709198158,50,F,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125.0,false
712419708,56,F,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930.0,false
709103358,39,F,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,false
716966808,47,M,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,false
772264383,44,M,Graduate,Single,$120K +,Blue,33,4,1,3,13301.0,false
721057758,61,F,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,false
769137108,43,F,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,true
717640083,59,M,High School,Married,$60K - $80K,Blue,36,3,2,3,6705.0,true
716445783,42,F,Uneducated,Married,Unknown,Blue,31,4,2,0,22718.0,false
708579633,40,M,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981.0,false
718715583,65,M,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318.0,false
778686408,48,M,College,Married,$60K - $80K,Blue,29,4,3,2,19324.0,false
715015683,44,M,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331.0,false
805254708,36,F,Unknown,Married,Unknown,Blue,31,5,2,0,15700.0,false
710462433,45,M,Graduate,Single,$60K - $80K,Blue,30,6,2,2,17625.0,false
721342383,39,M,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438.0,false
720179883,40,M,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962.0,false
794977533,62,M,High School,Married,$60K - $80K,Blue,56,3,3,2,8077.0,true
779445108,26,M,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290.0,false
718193958,60,M,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402.0,false
710955633,54,F,Doctorate,Single,Less than $40K,Blue,42,6,1,0,9256.0,false
716149383,62,M,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,false
752604633,57,M,College,Married,$40K - $60K,Blue,50,2,5,3,6462.0,true
713889933,59,M,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638.0,false
709446783,46,M,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335.0,false
789115833,44,M,High School,Single,$60K - $80K,Blue,32,5,3,2,3233.0,false
711242058,48,M,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,true
787623858,43,M,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516.0,false
709040508,57,M,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,false
708864708,46,M,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869.0,false
717758583,40,M,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624.0,false
715416633,54,M,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175.0,false
717956283,57,F,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953.0,false
721379433,44,M,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,false
712027683,47,F,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544.0,false
716027208,47,M,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,19665.0,false
720475233,50,F,High School,Married,Less than $40K,Blue,43,6,2,3,2927.0,false
712275108,53,F,College,Married,$40K - $60K,Blue,33,4,3,3,5146.0,false
718121658,56,M,College,Married,$60K - $80K,Blue,44,5,3,3,1704.0,true
711593808,55,M,High School,Married,$60K - $80K,Blue,46,2,2,3,1438.3,true
716222808,53,F,High School,Married,Less than $40K,Blue,36,6,1,3,2974.0,false
718731183,61,M,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472.0,true
788779008,57,M,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,false
710404533,50,M,Graduate,Married,$80K - $120K,Blue,37,6,2,1,1438.3,false
711173058,56,F,Unknown,Married,Unknown,Blue,45,4,3,0,5406.0,false
715383108,52,M,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,false
711697158,60,M,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,false
709186983,49,M,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714.0,false
808964433,46,F,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693.0,false
711948333,42,M,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247.0,false
710541858,45,M,High School,Married,Less than $40K,Blue,33,6,5,0,7717.0,false
713865333,45,F,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908.0,true
797707008,44,F,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,true
713490483,61,M,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,false
720370533,55,M,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323.0,true
779743908,44,M,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788.0,false
718675158,55,F,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,true
710784333,57,M,Unknown,Married,$120K +,Blue,36,3,2,2,23700.0,false
816596583,45,M,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710.0,false
717517758,57,F,High School,Married,$40K - $60K,Blue,45,3,2,2,2278.0,false
712880283,31,M,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048.0,false
753226158,34,F,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663.0,false
720605808,53,F,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,true
758317233,35,F,College,Single,Unknown,Blue,28,4,5,2,3518.0,false
711028308,44,F,Graduate,Married,Less than $40K,Blue,36,4,1,0,1717.0,false
814852533,50,M,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,false
711526533,33,M,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,false
804403908,50,M,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872.0,false
716999883,51,M,High School,Married,$80K - $120K,Blue,41,5,2,0,15897.0,false
716452083,56,F,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271.0,false
787599258,55,F,Graduate,Single,Less than $40K,Blue,29,6,1,2,7361.0,false
714495258,26,M,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,false
717713283,42,F,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,false
789317883,54,M,College,Married,$80K - $120K,Blue,44,4,3,3,18750.0,false
714500883,44,F,Graduate,Married,Unknown,Blue,36,4,2,3,21242.0,false
789467508,65,F,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961.0,false
710317758,38,F,High School,Married,Unknown,Blue,29,4,2,2,11327.0,false
711231558,58,M,High School,Married,$60K - $80K,Blue,40,6,1,3,8308.0,false
716829483,39,F,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249.0,false
779713608,52,M,High School,Married,$120K +,Blue,36,5,1,2,2981.0,false
711628458,45,F,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829.0,false
718943508,42,M,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714.0,false
770724558,42,M,College,Married,$60K - $80K,Blue,28,6,1,3,7340.0,true
783561558,57,M,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952.0,false
719309958,55,M,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,true
788785083,44,F,College,Unknown,Less than $40K,Blue,25,6,3,2,3083.0,false
780481308,37,F,Graduate,Married,Unknown,Blue,24,3,2,2,10584.0,false
711757383,50,F,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240.0,false
787550808,51,M,Graduate,Married,$40K - $60K,Blue,40,5,1,2,12240.0,false
779863533,37,M,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120.0,false
714529233,36,F,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124.0,false
708177333,51,F,High School,Married,Less than $40K,Silver,36,5,3,0,11261.0,false
812019933,65,M,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468.0,false
708557358,43,M,College,Married,$60K - $80K,Blue,28,4,2,3,22157.0,false
713580633,46,M,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477.0,false
711466533,43,F,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933.0,false
802276683,56,M,Graduate,Married,$80K - $120K,Blue,50,3,3,3,8022.0,false
780913308,43,M,Unknown,Single,$60K - $80K,Blue,34,6,2,0,13771.0,false
808897683,53,M,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271.0,true
719428308,50,M,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244.0,false
713010483,43,F,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936.0,false
717006333,54,M,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,false
787621158,33,M,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,false
716924058,58,F,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,6175.0,false
720916683,41,M,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806.0,false
720923658,48,M,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,false
712710708,55,M,High School,Single,$40K - $60K,Blue,36,5,2,0,6244.0,false
718939083,54,F,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,true
779519058,51,F,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516.0,false
719085933,35,M,Graduate,Single,$80K - $120K,Blue,24,4,1,2,23561.0,false
715124958,50,M,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,24742.0,false
712979133,55,M,High School,Married,$80K - $120K,Blue,41,2,2,2,27560.0,true
712006308,45,F,College,Divorced,Less than $40K,Blue,35,6,1,3,5923.0,false
710801133,34,M,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581.0,false
712490283,55,F,Graduate,Married,$40K - $60K,Blue,41,4,3,3,3156.0,false
